component,type,name,weight
4,gene,Cre13.g589350,0.0326430624571522
4,gene,Cre13.g592100,0.0355073213183514
4,gene,Cre13.g602700,0.0551142197770054
4,gene,Cre13.g607300,0.1553175000041615
4,gene,Cre14.g613652,0.1803981288993894
4,gene,Cre15.g635800,0.0289713228670098
4,gene,Cre16.g648750,0.0489895900299099
4,gene,Cre16.g656950,0.0035275767123068
4,gene,Cre16.g661200,0.0756890519996407
4,gene,Cre16.g685451,0.2599645112565996
4,gene,Cre16.g688350,0.1309424778422012
4,gene,Cre16.g692116,0.0332899848634742
4,gene,Cre17.g697000,0.0086239671296755
4,gene,Cre17.g709900,0.0003300188950987
4,gene,Cre17.g710800,0.0640533139318796
4,gene,Cre17.g717200,0.0112318749469233
4,gene,Cre17.g744997,0.0034401827433544
4,gene,Cre17.g745647,0.0195695669354348
4,gene,Cre17.g746397,0.0139056697370892
