mutated_genes,GO:0000041,GO:0000042,GO:0000079,GO:0000139,GO:0000155,GO:0000160,GO:0000166,GO:0000175,GO:0000226,GO:0000271,GO:0000287,GO:0000295,GO:0000375,GO:0000377,GO:0000398,GO:0000413,GO:0000723,GO:0000731,GO:0000796,GO:0000922,GO:0000981,GO:0001505,GO:0001522,GO:0001539,GO:0001932,GO:0002376,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003700,GO:0003723,GO:0003725,GO:0003747,GO:0003755,GO:0003774,GO:0003777,GO:0003779,GO:0003824,GO:0003825,GO:0003844,GO:0003856,GO:0003887,GO:0003909,GO:0003910,GO:0003916,GO:0003918,GO:0003924,GO:0003964,GO:0003993,GO:0004017,GO:0004022,GO:0004089,GO:0004112,GO:0004114,GO:0004134,GO:0004140,GO:0004175,GO:0004176,GO:0004177,GO:0004197,GO:0004198,GO:0004222,GO:0004252,GO:0004363,GO:0004371,GO:0004373,GO:0004386,GO:0004418,GO:0004451,GO:0004497,GO:0004499,GO:0004518,GO:0004519,GO:0004520,GO:0004527,GO:0004532,GO:0004536,GO:0004540,GO:0004553,GO:0004601,GO:0004602,GO:0004611,GO:0004620,GO:0004654,GO:0004672,GO:0004673,GO:0004674,GO:0004713,GO:0004719,GO:0004721,GO:0004722,GO:0004733,GO:0004842,GO:0004843,GO:0004857,GO:0004866,GO:0004879,GO:0004888,GO:0004930,GO:0004969,GO:0005044,GO:0005085,GO:0005086,GO:0005198,GO:0005199,GO:0005200,GO:0005215,GO:0005216,GO:0005227,GO:0005244,GO:0005249,GO:0005261,GO:0005267,GO:0005346,GO:0005347,GO:0005375,GO:0005471,GO:0005488,GO:0005506,GO:0005507,GO:0005509,GO:0005515,GO:0005524,GO:0005525,GO:0005539,GO:0005540,GO:0005543,GO:0005575,GO:0005576,GO:0005622,GO:0005634,GO:0005643,GO:0005681,GO:0005694,GO:0005737,GO:0005789,GO:0005815,GO:0005858,GO:0005871,GO:0005874,GO:0005875,GO:0005886,GO:0005956,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0005984,GO:0005991,GO:0005992,GO:0006066,GO:0006071,GO:0006082,GO:0006091,GO:0006099,GO:0006112,GO:0006139,GO:0006259,GO:0006265,GO:0006270,GO:0006281,GO:0006289,GO:0006298,GO:0006301,GO:0006302,GO:0006310,GO:0006325,GO:0006338,GO:0006355,GO:0006396,GO:0006397,GO:0006399,GO:0006400,GO:0006401,GO:0006402,GO:0006415,GO:0006457,GO:0006464,GO:0006468,GO:0006470,GO:0006477,GO:0006478,GO:0006479,GO:0006480,GO:0006486,GO:0006505,GO:0006506,GO:0006508,GO:0006518,GO:0006520,GO:0006568,GO:0006569,GO:0006575,GO:0006629,GO:0006643,GO:0006644,GO:0006650,GO:0006661,GO:0006664,GO:0006749,GO:0006750,GO:0006753,GO:0006766,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006825,GO:0006855,GO:0006886,GO:0006888,GO:0006913,GO:0006950,GO:0006952,GO:0006955,GO:0006974,GO:0006979,GO:0006996,GO:0007010,GO:0007017,GO:0007018,GO:0007034,GO:0007076,GO:0007155,GO:0007165,GO:0007186,GO:0007275,GO:0008017,GO:0008033,GO:0008079,GO:0008081,GO:0008092,GO:0008094,GO:0008104,GO:0008113,GO:0008131,GO:0008146,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008171,GO:0008194,GO:0008213,GO:0008227,GO:0008233,GO:0008234,GO:0008235,GO:0008236,GO:0008237,GO:0008238,GO:0008270,GO:0008276,GO:0008289,GO:0008324,GO:0008380,GO:0008408,GO:0008476,GO:0008484,GO:0008514,GO:0008519,GO:0008569,GO:0008610,GO:0008614,GO:0008615,GO:0008654,GO:0008667,GO:0008757,GO:0008964,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009063,GO:0009072,GO:0009073,GO:0009074,GO:0009110,GO:0009117,GO:0009165,GO:0009187,GO:0009190,GO:0009237,GO:0009247,GO:0009250,GO:0009308,GO:0009311,GO:0009312,GO:0009314,GO:0009411,GO:0009416,GO:0009451,GO:0009521,GO:0009523,GO:0009605,GO:0009607,GO:0009615,GO:0009628,GO:0009654,GO:0009889,GO:0009890,GO:0009892,GO:0009916,GO:0009966,GO:0009982,GO:0009987,GO:0010181,GO:0010340,GO:0010468,GO:0010556,GO:0010558,GO:0010564,GO:0010605,GO:0010629,GO:0010639,GO:0010646,GO:0010824,GO:0010826,GO:0010948,GO:0015031,GO:0015075,GO:0015078,GO:0015079,GO:0015215,GO:0015216,GO:0015217,GO:0015238,GO:0015267,GO:0015269,GO:0015276,GO:0015291,GO:0015297,GO:0015299,GO:0015318,GO:0015399,GO:0015605,GO:0015631,GO:0015696,GO:0015932,GO:0015936,GO:0015937,GO:0015977,GO:0015979,GO:0015980,GO:0015991,GO:0016020,GO:0016021,GO:0016035,GO:0016043,GO:0016051,GO:0016053,GO:0016054,GO:0016070,GO:0016071,GO:0016149,GO:0016192,GO:0016209,GO:0016226,GO:0016273,GO:0016274,GO:0016298,GO:0016301,GO:0016310,GO:0016311,GO:0016409,GO:0016462,GO:0016491,GO:0016567,GO:0016579,GO:0016597,GO:0016614,GO:0016616,GO:0016620,GO:0016627,GO:0016628,GO:0016638,GO:0016641,GO:0016667,GO:0016671,GO:0016679,GO:0016682,GO:0016684,GO:0016701,GO:0016702,GO:0016705,GO:0016709,GO:0016740,GO:0016741,GO:0016746,GO:0016747,GO:0016755,GO:0016757,GO:0016758,GO:0016763,GO:0016765,GO:0016772,GO:0016773,GO:0016775,GO:0016776,GO:0016779,GO:0016782,GO:0016787,GO:0016788,GO:0016791,GO:0016798,GO:0016810,GO:0016817,GO:0016818,GO:0016829,GO:0016830,GO:0016831,GO:0016833,GO:0016835,GO:0016836,GO:0016838,GO:0016849,GO:0016853,GO:0016859,GO:0016866,GO:0016874,GO:0016879,GO:0016881,GO:0016886,GO:0016887,GO:0016888,GO:0016896,GO:0016903,GO:0017056,GO:0017076,GO:0017111,GO:0017150,GO:0017171,GO:0018193,GO:0018195,GO:0018208,GO:0018212,GO:0018216,GO:0018455,GO:0019001,GO:0019028,GO:0019184,GO:0019205,GO:0019207,GO:0019219,GO:0019220,GO:0019222,GO:0019290,GO:0019441,GO:0019538,GO:0019637,GO:0019748,GO:0019751,GO:0019752,GO:0019783,GO:0019787,GO:0019825,GO:0019829,GO:0019842,GO:0019887,GO:0019898,GO:0019899,GO:0019900,GO:0019901,GO:0019985,GO:0019988,GO:0020037,GO:0022402,GO:0022411,GO:0022607,GO:0022803,GO:0022804,GO:0022832,GO:0022834,GO:0022836,GO:0022839,GO:0022843,GO:0022853,GO:0022857,GO:0022890,GO:0022900,GO:0023051,GO:0030001,GO:0030030,GO:0030031,GO:0030091,GO:0030117,GO:0030119,GO:0030120,GO:0030127,GO:0030131,GO:0030145,GO:0030234,GO:0030246,GO:0030247,GO:0030258,GO:0030261,GO:0030286,GO:0030414,GO:0030554,GO:0030695,GO:0030870,GO:0030976,GO:0030983,GO:0031072,GO:0031090,GO:0031109,GO:0031163,GO:0031365,GO:0031399,GO:0032012,GO:0032182,GO:0032200,GO:0032259,GO:0032324,GO:0032446,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032561,GO:0032886,GO:0032984,GO:0032991,GO:0033013,GO:0033014,GO:0033036,GO:0033043,GO:0033177,GO:0033179,GO:0033365,GO:0033554,GO:0033840,GO:0034061,GO:0034220,GO:0034464,GO:0034654,GO:0034655,GO:0035058,GO:0035091,GO:0035251,GO:0035434,GO:0035556,GO:0035639,GO:0036038,GO:0036094,GO:0036211,GO:0036459,GO:0038023,GO:0038024,GO:0042180,GO:0042309,GO:0042325,GO:0042364,GO:0042384,GO:0042398,GO:0042430,GO:0042436,GO:0042537,GO:0042575,GO:0042578,GO:0042625,GO:0042626,GO:0042816,GO:0042819,GO:0042908,GO:0042910,GO:0043015,GO:0043043,GO:0043130,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043234,GO:0043248,GO:0043399,GO:0043412,GO:0043413,GO:0043414,GO:0043436,GO:0043545,GO:0043549,GO:0043565,GO:0043603,GO:0043604,GO:0043687,GO:0043743,GO:0043933,GO:0044042,GO:0044183,GO:0044238,GO:0044272,GO:0044281,GO:0044282,GO:0044283,GO:0044419,GO:0044423,GO:0044550,GO:0044769,GO:0044782,GO:0045017,GO:0045184,GO:0045786,GO:0045859,GO:0046351,GO:0046394,GO:0046395,GO:0046467,GO:0046474,GO:0046486,GO:0046488,GO:0046527,GO:0046605,GO:0046606,GO:0046785,GO:0046839,GO:0046856,GO:0046872,GO:0046873,GO:0046906,GO:0046907,GO:0046914,GO:0046915,GO:0046961,GO:0046983,GO:0048038,GO:0048193,GO:0048519,GO:0048523,GO:0048583,GO:0048856,GO:0048870,GO:0050145,GO:0050660,GO:0050661,GO:0050789,GO:0050790,GO:0050794,GO:0050825,GO:0050826,GO:0050896,GO:0050997,GO:0051056,GO:0051060,GO:0051082,GO:0051128,GO:0051129,GO:0051169,GO:0051174,GO:0051179,GO:0051189,GO:0051213,GO:0051234,GO:0051246,GO:0051252,GO:0051258,GO:0051259,GO:0051260,GO:0051276,GO:0051287,GO:0051338,GO:0051493,GO:0051494,GO:0051536,GO:0051540,GO:0051607,GO:0051641,GO:0051649,GO:0051707,GO:0051716,GO:0051726,GO:0051923,GO:0051998,GO:0055085,GO:0055086,GO:0055114,GO:0060089,GO:0060090,GO:0060255,GO:0060271,GO:0060589,GO:0061134,GO:0061135,GO:0061695,GO:0065003,GO:0065007,GO:0065009,GO:0070006,GO:0070070,GO:0070071,GO:0070072,GO:0070085,GO:0070189,GO:0070568,GO:0070646,GO:0070647,GO:0070925,GO:0071103,GO:0071705,GO:0071840,GO:0071897,GO:0071900,GO:0072488,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0080048,GO:0080090,GO:0090304,GO:0090407,GO:0097367,GO:0097435,GO:0098531,GO:0098588,GO:0098655,GO:0098660,GO:0098662,GO:0098772,GO:0098796,GO:0099080,GO:0099081,GO:0099094,GO:0099512,GO:0099513,GO:0101005,GO:0106413,GO:0110165,GO:0120031,GO:0120036,GO:0120543,GO:0120544,GO:0120545,GO:0140096,GO:0140097,GO:0140098,GO:0140101,GO:0140110,GO:0140299,GO:0140359,GO:0140513,GO:0140535,GO:0140640,GO:0140657,GO:0140658,GO:0140662,GO:0140678,GO:0141187,GO:0141188,GO:0170033,GO:0170035,GO:0170039,GO:0170040,GO:0170041,GO:0180051,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901363,GO:1901505,GO:1901605,GO:1901606,GO:1901681,GO:1902222,GO:1902494,GO:1902531,GO:1902554,GO:1902600,GO:1902911,GO:1903047,GO:1903509,GO:1904091,GO:1990204,GO:1990234,GO:1990904,GO:2001070,GO:2001141
Cre01.g000650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre01.g001200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre01.g001800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre01.g007700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cre01.g007737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
